Time,Influnent COD,Influnent SO42-,Methane at location 4,O2 at location 4,Ph at location 5,ORP at location 6,V at location 7
day12 13:30,,,2.601966265,0.203061096,6.938887917,-351.4685264,0.283401192
day12 13:35,,,2.404813672,0.214270506,6.984004274,-359.2973435,0.269249901
day12 13:40,,,1.20762569,0.203206023,6.825141918,-360.6933203,0.254325398
day12 13:45,,,3.312318266,0.201253197,6.854853813,-383.318945,0.247571553
day12 13:50,,,2.555844973,0.202568679,6.934688358,-376.1006885,0.234367943
day12 13:55,,,2.555314857,0.198710378,6.981010296,-379.9404824,0.235581523
day12 14:00,268.336325,58.4699592,1.616087869,0.220648606,7.191530703,-380.2018122,0.217656247
day12 14:05,,,2.498988072,0.20547874,6.89885037,-389.4459775,0.233461909
day12 14:10,,,0.92550088,0.20610313,6.947867679,-395.8161939,0.211485978
day12 14:15,,,1.700742147,0.213558538,6.958517884,-392.8261989,0.207210667
day12 14:20,,,2.403479343,0.215200693,6.856055172,-399.2446736,0.206199121
day12 14:25,,,1.94430875,0.22024998,6.652559762,-402.3439855,0.202745582
day12 14:30,,,1.952338083,0.220063835,6.886862751,-422.08791,0.193878079
day12 14:35,,,2.707090015,0.225792182,6.676640415,-417.9734958,0.198097888
day12 14:40,,,2.556124844,0.234918445,6.773409562,-415.710688,0.199457896
day12 14:45,,,2.1193411,0.23585296,7.015800546,-410.4406001,0.192647385
day12 14:50,,,2.730878711,0.2315604,6.782705192,-416.4901796,0.188118975
day12 14:55,,,2.515609972,0.241064348,6.866827799,-433.1987553,0.185891379
day12 15:00,,,4.18899094,0.239720125,6.500227424,-417.3491122,0.182132505
day12 15:05,,,2.520680857,0.247192682,6.8254853,-422.8113925,0.187273447
day12 15:10,,,2.43988543,0.258107378,6.65032021,-413.2262237,0.1947153
day12 15:15,,,1.790568691,0.264680665,6.79106128,-393.7509653,0.187300091
day12 15:20,,,2.099611033,0.268030521,6.916389842,-396.0707378,0.187377023
day12 15:25,,,2.564686375,0.279916377,6.881007029,-396.3351667,0.195161262
day12 15:30,,,2.255921825,0.277180727,6.814827614,-369.1136747,0.207804929
day12 15:35,,,2.037116949,0.288879791,6.767078284,-394.7953916,0.200262868
day12 15:40,,,2.15078578,0.296450766,6.906159817,-372.5479749,0.197124548
day12 15:45,,,2.782897205,0.306705168,6.815199683,-359.2323964,0.197612294
day12 15:50,,,2.353901309,0.309255492,6.596027498,-336.8224822,0.202719414
day12 15:55,,,3.466456379,0.323709198,6.909403624,-352.8602914,0.201210787
day12 16:00,282.0111069,57.05841334,2.776928958,0.315049304,6.297976495,-331.1078508,0.203686967
day12 16:05,,,1.924157923,0.316852337,6.806401012,-346.3522134,0.203648917
day12 16:10,,,1.603962022,0.30363279,6.891632534,-334.7475511,0.199166253
day12 16:15,,,1.674377145,0.287472341,6.770011153,-343.7161675,0.19929886
day12 16:20,,,2.100659902,0.308967662,6.724634635,-342.4137311,0.199358335
day12 16:25,,,2.216037791,0.295753691,6.820412629,-347.6773674,0.202442945
day12 16:30,,,2.282483032,0.273924136,6.600125247,-371.4310556,0.199492061
day12 16:35,,,2.206573462,0.271975538,6.879287374,-364.7309377,0.196416544
day12 16:40,,,1.994059385,0.257836034,6.582611426,-335.9412429,0.201609804
day12 16:45,,,1.661391741,0.25146958,6.847472526,-351.0431963,0.193449611
day12 16:50,,,2.434550238,0.244704181,7.24590057,-356.7797165,0.197777244
day12 16:55,,,0.614454679,0.235328857,6.890492499,-370.4982689,0.195110992
day12 17:00,,,2.062249783,0.225813238,7.121532798,-373.4535739,0.191254924
day12 17:05,,,2.085074829,0.233808182,6.813016307,-371.7001571,0.190314596
day12 17:10,,,1.843114775,0.238834853,6.498222989,-380.066087,0.189604579
day12 17:15,,,1.799514245,0.247715989,6.361592647,-386.5703885,0.18704401
day12 17:20,,,1.354502276,0.25895572,6.808640823,-386.4459009,0.188237842
day12 17:25,,,2.360173784,0.263057759,6.813327988,-389.0776251,0.188707403
day12 17:30,,,2.6031573,0.271735407,6.788280219,-414.0889325,0.186117393
day12 17:35,,,2.997775245,0.279399279,6.815374644,-403.9017549,0.18986065
day12 17:40,,,0.237154907,0.291847538,6.716192235,-405.920062,0.186165227
day12 17:45,,,2.581287355,0.293239578,6.639363883,-414.0191077,0.186720383
day12 17:50,,,2.085626815,0.301139665,6.759725808,-421.3849691,0.180230893
day12 17:55,,,2.157973061,0.305338476,6.926956618,-442.3156771,0.200868481
day12 18:00,285.2943356,44.84835583,2.140173116,0.320968985,6.820227259,-444.6865709,0.189068148
day12 18:05,,,2.975182487,0.308382219,6.856380974,-420.9139667,0.187520252
day12 18:10,,,0.27085291,0.313553402,6.78714378,-431.976453,0.179916571
day12 18:15,,,2.391963981,0.333695738,6.740190738,-433.4316138,0.167359901
day12 18:20,,,1.046321315,0.360158847,6.932673251,-442.4437348,0.190055201
day12 18:25,,,2.116229028,0.342977695,6.306744436,-441.606589,0.184254426
day12 18:30,,,2.596732771,0.349853551,6.82836641,-460.2667448,0.182690685
day12 18:35,,,2.218251488,0.355626783,7.50602179,-440.1014316,0.188220257
day12 18:40,,,2.545050991,0.358502988,6.735903454,-408.5897348,0.189642413
day12 18:45,,,1.851367846,0.371195397,6.818338399,-445.5066249,0.18403299
day12 18:50,,,3.47887288,0.372943376,6.800181846,-450.8114338,0.189807388
day12 18:55,,,1.804290717,0.378383173,6.795629824,-448.0919124,0.183918705
day12 19:00,,,2.62660008,0.382032423,6.838768859,-449.1859305,0.18706241
day12 19:05,,,2.848229236,0.361740598,6.748085109,-441.262896,0.207956036
day12 19:10,,,1.404574376,0.346914764,6.862495694,-421.534835,0.233261058
day12 19:15,,,2.383198076,0.348687927,7.176228549,-422.650363,0.258544847
day12 19:20,,,1.931512999,0.332584922,6.862545738,-415.5300166,0.276039119
day12 19:25,,,2.444319428,0.313775601,6.449202115,-392.499712,0.296548233
day12 19:30,,,3.292340533,0.319602473,6.782819424,-402.296972,0.316450898
day12 19:35,,,3.935968554,0.302648027,7.19857582,-382.2686536,0.343958227
day12 19:40,,,1.888043534,0.293967102,7.025098675,-364.6038329,0.353685031
day12 19:45,,,1.924419923,0.280665607,7.034677083,-354.2115408,0.37540079
day12 19:50,,,3.274677391,0.271816498,6.921443446,-355.7141023,0.399351274
day12 19:55,,,0.66465456,0.25896469,7.199853205,-336.0669271,0.424476758
day12 20:00,262.312204,44.56729843,1.9465319,0.250476197,6.97776902,-324.7930214,0.444576806
day12 20:05,,,1.316447247,0.239028776,7.068548783,-328.6025234,0.473432467
day12 20:10,,,1.66178257,0.255649041,6.796771262,-328.6627324,0.402699216
day12 20:15,,,1.611971322,0.249601229,6.950175528,-320.4723874,0.389262943
day12 20:20,,,0.533959132,0.25052493,6.970305389,-341.4682134,0.384745029
day12 20:25,,,2.311623641,0.245348802,6.813945696,-342.7256656,0.362218474
day12 20:30,,,1.54294351,0.241919393,6.980604984,-320.6466889,0.338980494
day12 20:35,,,3.015707939,0.252259958,6.917840259,-345.1991116,0.317323285
day12 20:40,,,1.122168681,0.247960928,6.838263005,-327.1954688,0.295828612
day12 20:45,,,3.221973903,0.252333484,7.224008267,-348.8560511,0.265701175
day12 20:50,,,1.661566593,0.258155332,6.791250009,-342.0074174,0.256530215
day12 20:55,,,1.899953919,0.240608468,6.85593753,-359.3103895,0.24588575
day12 21:00,,,1.221429388,0.254012425,6.807329711,-374.4595991,0.216745401
day12 21:05,,,1.854671381,0.252774385,6.545032411,-366.5142254,0.215905613
day12 21:10,,,1.671574921,0.247056088,6.699102576,-373.8113421,0.212623226
day12 21:15,,,1.776233991,0.229273868,6.713072856,-398.9037089,0.2083184
day12 21:20,,,1.916204698,0.247387545,6.86278268,-377.4857252,0.193609814
day12 21:25,,,1.228184104,0.2376487,6.84642181,-409.8494646,0.205140251
day12 21:30,,,2.0231783,0.244692145,6.782515072,-404.4531061,0.20266792
day12 21:35,,,1.748683983,0.244213823,6.87900723,-392.5331897,0.204210852
day12 21:40,,,1.794918421,0.240365247,6.791588572,-428.5049553,0.196586275
day12 21:45,,,2.2459031,0.266111194,7.005041206,-425.1023806,0.201533623
day12 21:50,,,0.726805682,0.236014684,6.788039664,-438.7270443,0.201811629
day12 21:55,,,1.865185763,0.237445549,6.711600003,-448.0013779,0.193862565
day12 22:00,274.928274,39.45599336,1.804075099,0.237400733,6.846199136,-466.9285931,0.194064047
day12 22:05,,,1.690405894,0.232757085,6.987604381,-459.8469922,0.196021793
day12 22:10,,,2.11390739,0.255686661,6.8007067,-442.7982147,0.195319525
day12 22:15,,,1.86586488,0.249493661,6.837040469,-438.8416619,0.191614677
day12 22:20,,,2.562559622,0.259442654,6.864164178,-441.8690293,0.197892226
day12 22:25,,,1.91284397,0.251320593,7.006805483,-423.0288491,0.194414352
day12 22:30,,,1.487493969,0.272945727,6.973137088,-422.8619918,0.199608008
day12 22:35,,,3.501794076,0.28726111,6.757096316,-416.0617666,0.205792985
day12 22:40,,,2.243345112,0.282132297,6.726586711,-410.518012,0.199643303
day12 22:45,,,1.391232113,0.285774127,6.901436538,-400.9594487,0.19831445
day12 22:50,,,2.788764906,0.292420376,6.893936234,-394.0694464,0.203449003
day12 22:55,,,3.817861705,0.300900101,6.766798613,-422.3453858,0.191815424
day12 23:00,,,1.631611717,0.304933207,6.784186755,-391.3165722,0.206267204
day12 23:05,,,1.773927996,0.300106637,6.810521962,-382.0283907,0.209687304
day12 23:10,,,1.888071148,0.296814662,6.792131489,-374.5150713,0.226316004
day12 23:15,,,2.06010362,0.2863941,6.832571439,-371.0430227,0.252291212
day12 23:20,,,2.572204949,0.292600107,6.941391262,-380.1772362,0.257219925
day12 23:25,,,1.386657991,0.285422049,6.877665816,-360.6338829,0.261074282
day12 23:30,,,4.466472661,0.271023039,6.810594292,-356.3603709,0.291237139
day12 23:35,,,1.537483169,0.253123364,7.221334523,-352.2519666,0.305303095
day12 23:40,,,1.462879406,0.2599268,6.908317619,-346.8779456,0.32024462
day12 23:45,,,2.348697022,0.25005835,6.953964806,-349.4709564,0.347883886
day12 23:50,,,1.920766319,0.260157158,6.755631052,-334.9271256,0.357199553
day12 23:55,,,2.591901118,0.238962891,6.915228425,-330.4622998,0.353844515
day13 00:00,262.5583559,45.87920807,0.80887884,0.238111993,6.848022817,-310.0014238,0.379988102
day13 00:05,,,3.097848,0.251899344,6.940111425,-331.2928651,0.381366219
day13 00:10,,,2.373584078,0.235603413,7.090034711,-328.4412412,0.378715955
day13 00:15,,,2.221609569,0.233392134,6.999817686,-334.40284,0.365611949
day13 00:20,,,2.313509357,0.237322549,7.146470178,-329.0829026,0.37887589
day13 00:25,,,2.393845129,0.2380576,7.136004411,-354.2284169,0.367960624
day13 00:30,,,2.142598521,0.230989032,7.000155477,-362.7413242,0.375573655
day13 00:35,,,0.610741697,0.237527708,7.125521116,-343.772151,0.368149163
day13 00:40,,,2.453242879,0.235278146,6.991588052,-349.2237657,0.363564368
day13 00:45,,,2.119672718,0.241470453,6.565136656,-344.7394123,0.375446687
day13 00:50,,,3.213247997,0.239646081,6.905125884,-357.0601674,0.361717282
day13 00:55,,,1.653793321,0.241876791,6.76136776,-362.0764197,0.363934171
day13 01:00,,,1.446969886,0.250805403,6.826325171,-347.3073899,0.365079911
day13 01:05,,,1.23265251,0.246884281,6.919035034,-354.7435858,0.355550824
day13 01:10,,,1.504719328,0.235751077,6.734597157,-377.3305488,0.337545529
day13 01:15,,,3.433316829,0.248731684,7.16143465,-345.950389,0.323379217
day13 01:20,,,1.507348096,0.249487518,6.899700458,-335.3273986,0.307256412
day13 01:25,,,3.704499847,0.242540805,7.036083707,-339.4273709,0.298918895
day13 01:30,,,2.487713821,0.239022001,6.555750947,-327.1660752,0.27607473
day13 01:35,,,1.458323144,0.252623341,6.943225689,-331.0851772,0.262925386
day13 01:40,,,2.027653501,0.247933487,7.173157868,-308.3849511,0.272303593
day13 01:45,,,2.202756522,0.248505838,6.87577986,-299.4335516,0.238586563
day13 01:50,,,2.249268878,0.239276698,6.876074558,-313.094153,0.212251222
day13 01:55,,,3.250942182,0.244018695,6.572624917,-311.7761104,0.208225883
day13 02:00,282.6227381,37.96046177,4.263923115,0.247558932,6.870527618,-304.7127922,0.190659168
day13 02:05,,,1.256592308,0.244280402,6.924278664,-309.6922252,0.193443646
day13 02:10,,,2.236491621,0.250591542,6.725937042,-294.5903266,0.195586058
day13 02:15,,,2.301138121,0.252394804,6.747793773,-326.0764032,0.19892071
day13 02:20,,,1.802465992,0.251760893,6.331532137,-315.7931847,0.19981402
day13 02:25,,,1.643909172,0.254468287,6.580607496,-320.8198532,0.195262838
day13 02:30,,,1.95217861,0.251863452,6.544551966,-317.3370282,0.194520573
day13 02:35,,,1.222924336,0.252339578,6.84546996,-326.1868776,0.203835827
day13 02:40,,,0.060096073,0.253507138,6.99124553,-317.932054,0.204641632
day13 02:45,,,3.642681841,0.259040757,6.570533123,-332.1553194,0.19619261
day13 02:50,,,2.24775078,0.256440393,6.872848719,-332.0641198,0.201758211
day13 02:55,,,2.087459491,0.267207955,6.844432913,-337.7150887,0.205826891
day13 03:00,,,3.724116091,0.258987202,6.844620385,-345.74042,0.196749105
day13 03:05,,,1.759944036,0.254749579,6.803402447,-338.6938501,0.202802853
day13 03:10,,,1.071255852,0.281864445,6.870778603,-340.8497187,0.213408577
day13 03:15,,,3.314790044,0.291907765,7.117102293,-349.1408018,0.20161165
day13 03:20,,,1.105334583,0.302587274,6.617370508,-346.8543261,0.203382467
day13 03:25,,,2.618852995,0.302832852,6.801199858,-346.4693036,0.186888877
day13 03:30,,,1.507592544,0.322255573,7.109482837,-339.6123611,0.202523728
day13 03:35,,,1.403867095,0.310986907,6.938617058,-345.6669526,0.201092293
day13 03:40,,,2.446002246,0.350096297,6.535161223,-344.8051986,0.20254639
day13 03:45,,,2.05442983,0.367492493,7.007605801,-344.5445163,0.20364703
day13 03:50,,,3.213653997,0.394039656,6.880682183,-344.8195962,0.202326093
day13 03:55,,,2.317542125,0.378379187,6.76454408,-339.8645521,0.204417849
day13 04:00,256.8096698,35.46741728,2.00608516,0.387143328,6.8999528,-346.6252369,0.183929653
day13 04:05,,,2.349116958,0.384623456,7.467903271,-340.3372389,0.212676891
day13 04:10,,,2.699087046,0.403276564,7.150041961,-334.5298698,0.224429309
day13 04:15,,,2.26426749,0.400316462,6.79178602,-347.5244531,0.228942333
day13 04:20,,,1.937891184,0.358585865,6.90567794,-345.19784,0.250606593
day13 04:25,,,2.27189357,0.373432992,6.879839952,-363.2935938,0.250897237
day13 04:30,,,2.216680918,0.356807187,6.782228621,-339.6436752,0.258282496
day13 04:35,,,3.270532769,0.344940456,6.841877193,-342.8615163,0.276221367
day13 04:40,,,2.470834024,0.342749503,6.692696952,-352.208099,0.285220751
day13 04:45,,,2.037378816,0.33970727,6.833380966,-350.6585433,0.298088248
day13 04:50,,,2.545016955,0.331178638,6.791648086,-355.3449702,0.311434788
day13 04:55,,,2.391340552,0.330673818,6.919284613,-364.642429,0.316238949
day13 05:00,,,2.241779044,0.327945703,6.912970612,-358.8385024,0.312515059
day13 05:05,,,2.342677428,0.329959951,7.033639487,-345.1332058,0.323171312
day13 05:10,,,2.126682505,0.318758351,6.908481503,-344.5370236,0.318066988
day13 05:15,,,2.608066442,0.320524788,6.874449452,-351.9770376,0.321091869
day13 05:20,,,1.922998451,0.309822065,6.942628661,-354.1459419,0.311415605
day13 05:25,,,4.088891005,0.309948279,6.728858705,-365.4554924,0.306029969
day13 05:30,,,2.110932281,0.305808753,7.240277249,-362.0894747,0.3015384
day13 05:35,,,2.498921323,0.305656782,6.550183236,-365.9355021,0.295802733
day13 05:40,,,3.031789747,0.293988665,6.69650239,-360.9849502,0.289110539
day13 05:45,,,1.541405535,0.305441133,6.83400566,-356.4132338,0.291510977
day13 05:50,,,2.014988565,0.30838328,7.014163146,-357.8820263,0.282134221
day13 05:55,,,2.562647602,0.317334092,7.052044844,-362.3100726,0.273004555
day13 06:00,259.9426964,39.49475021,1.994809711,0.287654005,6.909028373,-366.9118611,0.280714564
day13 06:05,,,0.711278245,0.278949317,6.877931136,-353.8738566,0.265656298
day13 06:10,,,1.757744637,0.292434602,6.822542392,-361.2676906,0.253860589
day13 06:15,,,1.812635435,0.315665492,6.807640499,-339.0544018,0.279658957
day13 06:20,,,1.139089706,0.287624583,6.900779056,-350.8289526,0.25074207
day13 06:25,,,1.120716488,0.291431138,7.053029651,-363.2919679,0.238539176
day13 06:30,,,0.272815536,0.304017156,7.073511219,-374.0545935,0.234602926
day13 06:35,,,0.908641875,0.298062688,6.473852524,-380.2999247,0.223528032
day13 06:40,,,2.681662931,0.32874293,6.410155925,-374.4350733,0.229530959
day13 06:45,,,1.541413098,0.303209897,6.712235332,-372.4656146,0.217419093
day13 06:50,,,3.393213171,0.294078491,6.908653703,-347.1733366,0.211977174
day13 06:55,,,2.713862154,0.30584933,6.723549163,-363.2092251,0.198732306
day13 07:00,,,2.065565926,0.310655558,7.202102463,-349.8154799,0.185852269
day13 07:05,,,1.994207007,0.306883497,6.743040346,-370.2845404,0.188391934
day13 07:10,,,2.916152628,0.326926782,6.815188092,-383.7741089,0.190831049
day13 07:15,,,1.804403845,0.306466167,6.777490047,-386.4468078,0.195513071
day13 07:20,,,1.896480204,0.294133303,6.704782794,-365.9608974,0.196752911
day13 07:25,,,1.805961617,0.313211244,7.380863304,-363.0856392,0.187508896
day13 07:30,,,2.329906691,0.29202622,6.758661951,-386.0974395,0.196243345
day13 07:35,,,1.246653983,0.286935689,7.045970227,-399.768015,0.205159745
day13 07:40,,,1.835716496,0.285759994,6.891932265,-387.7803536,0.201723879
day13 07:45,,,2.924364011,0.283605214,6.831004885,-397.0268161,0.218495679
day13 07:50,,,2.07505623,0.285879197,6.787931469,-398.2560293,0.202323527
day13 07:55,,,2.942555442,0.285137486,6.779087707,-404.736113,0.20684039
day13 08:00,251.5448682,38.3446695,0.322354338,0.29129694,6.790878497,-398.6341918,0.212293798
day13 08:05,,,2.187988914,0.277524209,7.008636475,-407.2293522,0.208932969
day13 08:10,,,1.576038701,0.261938141,6.65851226,-405.733318,0.210357678
day13 08:15,,,2.012061573,0.261088012,6.873310159,-407.9691248,0.215181996
day13 08:20,,,2.048881668,0.251535489,6.757956882,-422.6038927,0.220248561
day13 08:25,,,2.728495518,0.261056339,6.861753906,-420.4083288,0.220511779
day13 08:30,,,2.241298598,0.260713784,6.774444577,-435.7739187,0.220948678
day13 08:35,,,1.736960054,0.242637137,6.830630476,-430.6926647,0.22167692
day13 08:40,,,1.572218244,0.23583129,6.883023807,-427.6995619,0.22812568
day13 08:45,,,2.2409506,0.234569613,6.734861477,-440.5651969,0.226159334
day13 08:50,,,1.769735304,0.22944484,6.94809366,-434.6470194,0.225437657
day13 08:55,,,2.436290329,0.219743055,6.866543154,-448.0687713,0.227203759
day13 09:00,,,2.292731027,0.220840071,6.571937459,-438.2932023,0.230262658
day13 09:05,,,2.812553544,0.220276332,6.049209206,-452.5830932,0.229631993
day13 09:10,,,1.943107998,0.220112641,6.914568874,-459.8145739,0.230615457
day13 09:15,,,3.121144781,0.222028715,6.991493075,-444.1474145,0.22276896
day13 09:20,,,2.348947573,0.220405358,6.785114337,-437.6195055,0.228953359
day13 09:25,,,2.136570535,0.220953619,6.852681474,-437.4250426,0.22007471
day13 09:30,,,2.160745959,0.216868955,6.799954103,-436.1922325,0.21782313
day13 09:35,,,2.290107488,0.232868252,6.845775284,-433.0199285,0.206421926
day13 09:40,,,1.341873332,0.218953579,6.868457762,-436.1218405,0.204221319
day13 09:45,,,2.142069644,0.216099894,6.825171729,-429.0977011,0.209834326
day13 09:50,,,2.266409922,0.221621806,6.85913321,-420.1131756,0.211539775
day13 09:55,,,2.740226452,0.223516019,6.802293799,-426.2262046,0.204542903
day13 10:00,223.7067497,32.72965483,2.296764471,0.237697669,6.884008397,-411.5251047,0.201553841
day13 10:05,,,1.88403021,0.215705566,6.909561871,-423.4960825,0.205859277
day13 10:10,,,2.365350179,0.221501637,6.822979581,-406.1903911,0.208033045
day13 10:15,,,2.382117311,0.224545071,6.773773763,-402.7379135,0.223967494
day13 10:20,,,1.821380276,0.22530587,6.474982937,-391.6459385,0.216446001
day13 10:25,,,1.866146738,0.225926771,6.847554589,-396.6555202,0.215898898
day13 10:30,,,2.804211334,0.224155043,6.809802192,-385.7874463,0.216770062
day13 10:35,,,1.675345191,0.228643999,6.825416741,-371.4033894,0.216620151
day13 10:40,,,2.374600483,0.229292995,6.759510327,-366.65696,0.223560971
day13 10:45,,,2.00757978,0.220890564,6.718281097,-344.6046204,0.225145089
day13 10:50,,,2.128862792,0.228677729,6.956656747,-350.7245007,0.226764098
day13 10:55,,,2.478886352,0.224162452,6.79399067,-349.2865424,0.227686099
day13 11:00,,,2.679913311,0.235263531,6.708020428,-352.6144843,0.213883204
day13 11:05,,,3.018820511,0.237633739,6.644055189,-345.3628924,0.257320873
day13 11:10,,,2.225013066,0.227127654,6.933648278,-350.7272444,0.253129068
day13 11:15,,,3.483361441,0.232269223,6.884093057,-342.4649892,0.26275688
day13 11:20,,,2.011972795,0.22794763,7.078492266,-335.6135043,0.278780074
day13 11:25,,,3.973985137,0.227573741,6.890979172,-340.6177711,0.286336916
day13 11:30,,,2.122337065,0.222476505,6.960071861,-326.9380506,0.29912992
day13 11:35,,,2.73368217,0.22149268,6.307445647,-329.919217,0.289096776
day13 11:40,,,1.886181476,0.225879965,6.858598209,-328.4866061,0.298810187
day13 11:45,,,4.033948015,0.220142181,6.731682061,-326.9365664,0.3317256
day13 11:50,,,1.351243816,0.21488823,7.219484834,-338.2278266,0.303713056
day13 11:55,,,1.779650834,0.214652278,6.947439087,-308.5995804,0.348818609
day13 12:00,246.4862907,32.66279662,1.243757721,0.217152656,6.805904918,-310.1013726,0.356249597
day13 12:05,,,4.089195201,0.2133053,6.909034719,-328.1084555,0.354395728
day13 12:10,,,2.081754944,0.211339477,7.183147548,-337.645829,0.355149177
day13 12:15,,,3.71644096,0.221086138,6.859298537,-340.1331034,0.341723338
day13 12:20,,,2.37522893,0.208349424,6.875147486,-349.0134724,0.330738477
day13 12:25,,,1.734272268,0.18814093,6.844679829,-352.5665569,0.322224959
day13 12:30,,,2.056091738,0.201491199,6.878897471,-368.2974102,0.310626572
day13 12:35,,,1.366822543,0.200192978,6.850186423,-387.558307,0.287302409
day13 12:40,,,3.502331815,0.195872633,6.836707559,-370.5455385,0.291200733
day13 12:45,,,2.728686897,0.194061826,6.861984084,-394.7120279,0.290324131
day13 12:50,,,2.460035632,0.191761878,7.108275412,-402.6483167,0.281115457
day13 12:55,,,1.974356487,0.190776756,6.690814099,-401.1064298,0.27029013
day13 13:00,,,1.30405083,0.190338522,6.929592085,-412.2932063,0.264838619
day13 13:05,,,1.228304116,0.185361325,6.756426215,-421.0371186,0.25876931
day13 13:10,,,1.888290138,0.197746032,7.014148769,-418.9013462,0.243714768
day13 13:15,,,2.52950425,0.197911928,6.908150544,-423.7925787,0.245503896
day13 13:20,,,4.60394874,0.204813676,6.924115981,-427.1864702,0.243626518
day13 13:25,,,1.930985802,0.206498811,7.004800104,-418.8691838,0.236240254
day13 13:30,,,1.980073011,0.20971597,6.819641879,-437.5408,0.22615969
day13 13:35,,,2.391704468,0.214126838,6.561910452,-449.1443617,0.223133737
day13 13:40,,,3.650673301,0.214350527,7.138830932,-457.4831351,0.234123024
day13 13:45,,,2.123856991,0.225555454,6.746807025,-462.561957,0.198823113
day13 13:50,,,3.072834134,0.214087857,6.713116293,-467.3687504,0.201246955
day13 13:55,,,2.101333708,0.2332021,6.586963295,-458.329035,0.206083136
day13 14:00,260.0648284,37.97606383,2.080648254,0.249806251,6.884743996,-471.567345,0.198952235
day13 14:05,,,1.64819971,0.236799589,6.909414493,-484.3496139,0.207219955
day13 14:10,,,1.176507369,0.228303316,6.703025221,-485.724699,0.198490233
day13 14:15,,,2.440442922,0.238461149,6.760694257,-473.5532653,0.204393636
day13 14:20,,,4.450468053,0.231771026,6.805040119,-499.4974076,0.196338921
day13 14:25,,,4.241044294,0.258127089,6.872867709,-506.5001208,0.20429369
day13 14:30,,,2.080641304,0.251040744,6.836553857,-499.2111761,0.196409345
day13 14:35,,,4.251607309,0.25355132,6.845345366,-512.3981189,0.193153833
day13 14:40,,,1.418415367,0.257618897,6.728698246,-505.8801864,0.189637184
day13 14:45,,,2.259061789,0.254332082,6.558171089,-513.6053422,0.193961907
day13 14:50,,,2.053540684,0.255505525,6.831979893,-511.9667845,0.195578653
day13 14:55,,,2.346307988,0.261390974,6.753122182,-525.8764726,0.18910159
day13 15:00,,,2.486850792,0.269092209,6.671971767,-518.9680587,0.187011605
day13 15:05,,,1.947807162,0.269996023,6.825351763,-502.0543117,0.20291288
day13 15:10,,,2.987277295,0.252627217,6.673794282,-483.6063126,0.204490508
day13 15:15,,,1.897627933,0.259066431,6.73770094,-463.9669487,0.208525598
day13 15:20,,,4.437895761,0.272644609,6.842861933,-442.0064036,0.217636
day13 15:25,,,2.307843496,0.268335641,6.442956138,-415.8927551,0.227698076
day13 15:30,,,1.982973057,0.275319138,7.270099266,-388.5796607,0.235992909
day13 15:35,,,2.200039008,0.276356815,6.908049357,-377.8433635,0.238771843
day13 15:40,,,2.809701878,0.269301315,7.051318652,-358.7946151,0.254550333
day13 15:45,,,3.094619873,0.29248653,6.822511707,-348.2444556,0.259196901
day13 15:50,,,2.226566945,0.279761689,7.203796821,-334.5894336,0.264493678
day13 15:55,,,2.174811341,0.28401683,6.761213548,-291.1550389,0.27227811
day13 16:00,293.7345197,42.84314928,3.462586659,0.281310712,6.964530192,-288.0344661,0.300097091
day13 16:05,,,2.061779335,0.294843606,6.560391103,-276.0117724,0.279728788
day13 16:10,,,2.372472063,0.273282636,6.912395695,-291.2587205,0.282591074
day13 16:15,,,1.594705876,0.290868226,6.995655043,-286.3862991,0.292237706
day13 16:20,,,3.019779394,0.291556454,6.776204709,-295.2771607,0.287984029
day13 16:25,,,1.327086251,0.291182396,6.8556322,-291.5847497,0.302675313
day13 16:30,,,2.555283121,0.296502374,6.731599544,-288.0386875,0.284214437
day13 16:35,,,1.12377289,0.295256552,6.882007128,-296.7859283,0.286464024
day13 16:40,,,2.029023395,0.29202498,6.892077294,-305.8219758,0.285564184
day13 16:45,,,1.830636527,0.304275716,6.871332319,-308.8998806,0.288748945
day13 16:50,,,1.831714398,0.302229892,6.799346182,-309.7291982,0.298057601
day13 16:55,,,1.936874981,0.305153391,6.657075247,-289.0327176,0.294732472
day13 17:00,,,1.978634036,0.311279223,6.861590403,-303.136914,0.293004106
day13 17:05,,,2.716169548,0.31473386,7.005728863,-315.6208005,0.279865166
day13 17:10,,,1.383365418,0.308670686,6.917759543,-319.4742993,0.280872027
day13 17:15,,,1.903470053,0.308382038,6.910872631,-308.9724936,0.273061949
day13 17:20,,,1.759255832,0.300342143,6.893362593,-346.2690436,0.267357117
day13 17:25,,,1.948422116,0.30963125,6.883832154,-360.0516856,0.241331165
day13 17:30,,,1.946039951,0.306484556,7.00676206,-370.6238603,0.258416896
day13 17:35,,,1.857224839,0.310891799,6.922889438,-382.4932327,0.250694209
day13 17:40,,,2.796318577,0.309371068,6.985118816,-388.9924517,0.243092972
day13 17:45,,,2.056212182,0.308211607,6.783182633,-396.2969263,0.237552051
day13 17:50,,,1.911056568,0.307940073,6.814202175,-405.5901762,0.225938594
day13 17:55,,,2.885586099,0.305698185,6.672665373,-429.3417333,0.226870314
day13 18:00,275.852275,45.82492802,1.806800343,0.317481012,7.010213332,-435.928519,0.218798362
day13 18:05,,,1.872707636,0.310449282,6.850684167,-448.8558253,0.217030142
day13 18:10,,,1.79403566,0.315873726,6.84074625,-434.6716002,0.215382294
